pref,n,epoch,learning_rate,weight_decay,batch_size,m1_size,m2_size,dropout,base_channels,alpha,train_y,train_acc,train_positive,train_meanscore,valid_y,valid_acc,valid_auc,CNN_valid_auc,valid_positive,valid_meanscore,test_y,test_acc,test_auc,CNN_test_auc,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,0,20,0.0003574712922600243,0.006351221010640704,32,4096,256,0.04679835610086079,32,0.2650640588680905,0.30747871158830065,0.8217326915957053,0.3106288246133111,-1.1335388178175145,0.04251406317611424,0.9460190393768931,0.7721714859205684,0.7721714859205684,0.04235038614353618,-1.5110475372623753,0.0425207756232687,0.9476454293628809,0.7446848712075771,0.7446848712075771,0.041880802411971424,-1.5169960301497887,,,
