,Unnamed: 0,pref,n,epoch,learning_rate,weight_decay,batch_size,m1_size,m2_size,dropout,base_channels,train_y,train_acc,train_positive,train_meanscore,valid_y,valid_acc,valid_auc,CNN_valid_auc,valid_positive,valid_meanscore,test_y,test_acc,test_auc,CNN_test_auc,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,,1,0,3,0.00035747129226,0.0063512210106407,32,4196,256,0.0467983561008607,32,0,0.7319184009890789,0.3955952932960109,0.6096103661938718,0,0.7084912560675577,0.5819495530444593,0.5819495530444593,0.010417128849964,0.578357570252176,0,0.7348550411077456,0.6214570626886318,0.6214570626886318,0.0308427847921848,0.5366357919332143,0.7212316859845329,0.0143439852029606,0.0411347845034059
1,,1,1,4,0.000186599596249,1.6480446427978994e-05,32,2048,512,0.1835558684167138,32,0,0.8186688646198228,0.3955952932960109,0.3192555465196308,0,0.724250282598577,0.5675885971767716,0.5675885971767716,0.010417128849964,0.2094236683037321,0,0.7439420164430982,0.6323841486418512,0.6323841486418512,0.0308427847921848,0.2114113299427805,0.8450208570513001,0.01286047157206,0.0426052145024428
2,,1,2,9,0.0007896186801026,4.809461967501575e-06,128,512,512,0.2425192044349383,16,0,0.7937358335050484,0.3955952932960109,0.4358775803917332,0,0.3060708823724982,0.5834090171771653,0.5834090171771653,0.010417128849964,0.3226841849795842,0,0.5553872782345305,0.593819557972837,0.593819557972837,0.0308427847921848,0.3026415335165487,0.6949394664586979,0.0137435732927991,0.0400311059415114
3,,1,3,1,0.0009519754482692,1.7654048052495086e-05,64,2048,1024,0.2908753883293675,32,0,0.6043684318977952,0.3955952932960109,0.0,0,0.989560476095485,0.5,0.5,0.010417128849964,0.0,0,0.969277369104284,0.5,0.5,0.0308427847921848,0.0,0.3956315681022048,0.0104395239045149,0.0307226308957161
4,,1,4,2,0.00037507963596256056,1.2172958098369984e-05,32,1024,512,0.16280882494747453,32,0,0.8054811456830826,0.3955952932960109,0.2816614861551084,0,0.9673515526298291,0.5720029411840234,0.5720029411840234,0.01041712884996402,0.14911717201693583,0,0.8792730419731718,0.6408912459129779,0.6408912459129779,0.03084278479218483,0.1568990120211163,0.7544944691209178,0.013450427234681265,0.0446070279711273
