,trial,model,pref,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,num_leaves,learning_rate,reg_lambda,reg_alpha,C,penalty,class_weight,train_y,train_auc,train_acc,train_f1,train_positive,train_meanscore,valid_y,valid_auc,valid_acc,valid_f1,valid_positive,valid_meanscore,test_y,test_auc,test_acc,test_f1,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,0,lgbm,秋田県,372,8,,,,110,0.004680038993812742,0.0010839241579403752,,,,,0.187156366835276,0.9969986926508665,0.9551352540136354,0.8645418326693227,0.14405102265229822,0.18726469897137257,0.06994459833795014,0.6186159256283037,0.9299168975069252,0.0,0.00013850415512465375,0.09021118278804227,0.09570517093610133,0.6635695260009976,0.9040091419864775,0.0,0.000285687077421198,0.13976626713785273,0.9880520204696,0.09590044861547524,0.1553548875471774
1,1,lgbm,秋田県,493,6,,,,121,0.002429811668359923,0.9650071442891566,,,,,0.187156366835276,0.8574735096474226,0.812843633164724,0.0,0.0,0.187126576743618,0.06994459833795014,0.5080795912800513,0.9300554016620498,0.0,0.0,0.18669223778195587,0.09570517093610133,0.5418583158344755,0.9042948290638987,0.0,0.0,0.18685378269026573,0.6115261452934725,0.07714351476547605,0.12056515315951048
2,2,lgbm,秋田県,518,7,,,,76,0.0011900991443670327,8.892007061409824,,,,,0.187156366835276,0.860016354581572,0.812843633164724,0.0,0.0,0.18714124599389187,0.06994459833795014,0.5577756316212411,0.9300554016620498,0.0,0.0,0.18707700682668787,0.09570517093610133,0.6229348728136906,0.9042948290638987,0.0,0.0,0.1870922110797301,0.5415366540759285,0.08450586777639663,0.13086768972512028
3,3,lgbm,秋田県,564,4,,,,93,0.04159625225492907,0.992506779940481,,,,,0.187156366835276,0.9927752427752429,0.9469980206729712,0.8402915838303512,0.14471079832856829,0.1872790087948838,0.06994459833795014,0.7315559225319405,0.9300554016620498,0.0,0.0,0.09639188185557203,0.09570517093610133,0.6839263036125187,0.9038186839348633,0.001976284584980237,0.000666603180649462,0.10341898947454059,0.9703630134025857,0.15187035551829414,0.16145893210366047
4,4,lgbm,秋田県,452,5,,,,114,0.003196244338296475,0.1658093896444541,,,,,0.187156366835276,0.9641741190654235,0.8717835935781835,0.4854368932038835,0.06201891356938641,0.18694096652136047,0.06994459833795014,0.6284173897657823,0.9300554016620498,0.0,0.0,0.12023954026877194,0.09570517093610133,0.6822057048372291,0.9042948290638987,0.0,0.0,0.16395116861788425,0.8832837409746044,0.09563663429906019,0.1637060050252982
