,trial,model,pref,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,num_leaves,learning_rate,reg_lambda,reg_alpha,C,penalty,class_weight,train_y,train_auc,train_acc,train_f1,train_positive,train_meanscore,valid_y,valid_auc,valid_acc,valid_f1,valid_positive,valid_meanscore,test_y,test_auc,test_acc,test_f1,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,0,dt,福島県,,17,,,,,,,,,,,0.2364408897775556,0.99463396573738,0.9880029992501874,0.974025974025974,0.2254436390902274,0.2364408897775556,0.0957051709361013,0.5457132513506604,0.7927816398438244,0.1486697965571205,0.1477002190267593,0.1606220812273042,0.0302963127170619,0.5349718331062758,0.6869873642207937,0.0653133274492497,0.3045887829749501,0.3162170473220247,0.98657557066221,0.1130004946061747,0.0339115908219837
1,1,dt,福島県,,3,,,,,,,,,,,0.2364408897775556,0.7816185299114543,0.8005498625343664,0.615606936416185,0.282429392651837,0.2364408897775556,0.0957051709361013,0.4918208557046277,0.8688696314636701,0.1345065996228787,0.0558042091229406,0.1097261291539599,0.0302963127170619,0.6390676024035253,0.5585605556787113,0.0896068271868332,0.4545924776472327,0.3399726782327999,0.4940027964345386,0.0992132418359182,0.0434599552007915
2,2,dt,福島県,,6,,,,,,,,,,,0.2364408897775556,0.9054267602758448,0.8425393651587103,0.7,0.2884278930267433,0.2364408897775556,0.0957051709361013,0.5949867867905627,0.8569660032377868,0.130787037037037,0.0688505856585087,0.1340177588960101,0.0302963127170619,0.6283524736870473,0.5514667848961797,0.0863937387116195,0.4606517401906451,0.3082388614525634,0.7346203562860224,0.1233587084616886,0.0428678174819664
3,3,dt,福島県,,11,,,,,,,,,,,0.2364408897775556,0.9911734480264912,0.9495126218445388,0.894901144640999,0.2439390152461884,0.2364408897775556,0.0957051709361013,0.5418792725504742,0.822397866869822,0.1280972417017297,0.1079897152652128,0.1382004807392337,0.0302963127170619,0.5716710374449626,0.6968890859380773,0.0723654454997738,0.2964605039532993,0.2882119569981919,0.9680153070375794,0.1048793280851922,0.0347345659846424
4,4,dt,福島県,,14,,,,,,,,,,,0.2364408897775556,0.9839873634529746,0.9702574356410896,0.9345074298293892,0.2176955761059735,0.2364408897775556,0.0957051709361013,0.5376394669449719,0.7987810684696696,0.1379028967768258,0.1377011713170174,0.1574740769888249,0.0302963127170619,0.5132959633337856,0.6985147417424075,0.0607734806629834,0.2906968151924924,0.3358661649742773,0.965541414981084,0.1102938558856605,0.0326454605728196
5,5,dt,福島県,,8,,,,,,,,,,,0.23644088977755562,0.9538888869665713,0.8877780554861284,0.7686759402369913,0.24868782804298925,0.23644088977755562,0.09570517093610133,0.5867861094695017,0.8351585563279688,0.15766423357664233,0.09999047709741929,0.14271421609605212,0.030296312717061995,0.6023758324148814,0.7168403162639474,0.08369201339072214,0.2787260769969704,0.29035779542093637,0.8542366039735378,0.12079192476879264,0.04006118643402282
6,6,dt,福島県,,16,,,,,,,,,,,0.23644088977755562,0.9986692179665955,0.9817545613596601,0.96215655780197,0.2456885778555361,0.23644088977755562,0.09570517093610133,0.5136281524140042,0.8163032092181697,0.12675418741511996,0.11465574707170746,0.11465574707170746,0.030296312717061995,0.5587749492140963,0.7118155619596542,0.07714150496923805,0.2819773886056307,0.2772899844437393,0.9928660890736966,0.09857118669370099,0.034692183039979674
7,7,dt,福島県,,13,,,,,,,,,,,0.23644088977755562,0.9864693446088795,0.9772556860784803,0.9502460360852925,0.22069482629342665,0.23644088977755562,0.09570517093610133,0.4896442911809948,0.7978287782115989,0.12091097308488613,0.13427292638796304,0.15079839991518335,0.030296312717061995,0.5456893779865178,0.693637774329417,0.0733124720607957,0.30030296312717064,0.3134488497647778,0.9720825602555925,0.10482284572056576,0.03591026858834936
8,8,dt,福島県,,19,,,,,,,,,,,0.23644088977755562,0.9997295875821358,0.9930017495626093,0.9853095487932844,0.23994001499625095,0.23644088977755562,0.09570517093610133,0.5214938366298247,0.8208742024569089,0.1391304347826087,0.11237025045233787,0.11237025045233787,0.030296312717061995,0.5614832829346353,0.7223823246878002,0.07667731629392971,0.2703761176383655,0.2690668375530217,0.9985455399101386,0.10071260878153591,0.03508643209413784
9,9,dt,福島県,,3,,,,,,,,,,,0.23644088977755562,0.7813460413905738,0.7773056735816046,0.5693571773803769,0.28067983004248936,0.23644088977755565,0.09570517093610133,0.595615540662316,0.9042948290638987,0.0,0.0,0.11065490548600551,0.030296312717061995,0.6090024403254015,0.5221310869725855,0.07969261420236232,0.48895292987512007,0.33555358386004164,0.4658050326297598,0.12452539308555248,0.039456586898039415
