,trial,model,pref,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,num_leaves,learning_rate,reg_lambda,reg_alpha,C,penalty,class_weight,train_y,train_auc,train_acc,train_f1,train_positive,train_meanscore,valid_y,valid_auc,valid_acc,valid_f1,valid_positive,valid_meanscore,test_y,test_auc,test_acc,test_f1,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,0,dt,秋田県,,11,,,,,,,,,,,0.187156366835276,0.9779238583586408,0.9311634044424896,0.80522713130056,0.1662634704200571,0.187156366835276,0.0699445983379501,0.520679578009923,0.8862880886426593,0.0659840728100113,0.0518005540166204,0.0806746787454916,0.0957051709361013,0.4883256946103517,0.8331587467860204,0.1015384615384615,0.0899914293876773,0.1062401260883696,0.9067161298138514,0.0728603305735178,0.0969417947874472
1,1,dt,秋田県,,17,,,,,,,,,,,0.187156366835276,0.9617268136289876,0.9738288981746206,0.9252981795354676,0.1631845172641302,0.187156366835276,0.0699445983379501,0.4879974639310543,0.8591412742382272,0.096,0.0858725761772853,0.1252770977632665,0.0957051709361013,0.4747538109788044,0.7885915627083135,0.1672918229557389,0.1581754118655366,0.1785874158669458,0.9064658639779224,0.0694511632440246,0.1020009872238119
2,2,dt,秋田県,,6,,,,,,,,,,,0.187156366835276,0.87096588047675,0.8506707719375413,0.4028144239226033,0.0628986144710798,0.187156366835276,0.0699445983379501,0.5250846707902361,0.9145429362880888,0.0190779014308426,0.017174515235457,0.1061281073706384,0.0957051709361013,0.4503029293297623,0.8596324159603848,0.1012195121951219,0.0604704313874869,0.1022095803597509,0.5946855552070291,0.0744609430669591,0.0978210354682747
3,3,dt,秋田県,,4,,,,,,,,,,,0.187156366835276,0.8031759173063521,0.8157026610952276,0.0709534368070953,0.0112161864965911,0.187156366835276,0.0699445983379501,0.4963173919774704,0.9297783933518006,0.0,0.0002770083102493,0.1103662756420343,0.0957051709361013,0.4950829257252071,0.896009903818684,0.0144404332129963,0.0098085896581277,0.1223535795000894,0.4132376660502878,0.0693783585695712,0.1093491033370246
4,4,dt,秋田県,,4,,,,,,,,,,,0.187156366835276,0.8031759173063521,0.8157026610952276,0.0709534368070953,0.0112161864965911,0.187156366835276,0.0699445983379501,0.5007375242364147,0.9297783933518006,0.0,0.0002770083102493,0.108842066992358,0.0957051709361013,0.4950829257252071,0.896009903818684,0.0144404332129963,0.0098085896581277,0.1223535795000894,0.4132376660502878,0.0699309448309512,0.1093491033370246
5,5,dt,秋田県,,9,,,,,,,,,,,0.187156366835276,0.9443244769331725,0.8948757422476358,0.6345565749235474,0.10050582801847371,0.187156366835276,0.06994459833795014,0.5153551602367981,0.881163434903047,0.0949367088607595,0.06135734072022161,0.09629253298427193,0.09570517093610133,0.5481297178806892,0.842681649366727,0.16142131979695432,0.09189600990381869,0.1833388565385616,0.7811598423873962,0.07544453453424042,0.11696006393091579
6,6,dt,秋田県,,14,,,,,,,,,,,0.187156366835276,0.9369690483820918,0.9606333846492192,0.8827766863130321,0.1486694523861887,0.187156366835276,0.06994459833795014,0.4664997087944089,0.8099722991689751,0.06793478260869565,0.13393351800554015,0.16069909861100776,0.09570517093610133,0.522345674743385,0.7958289686696505,0.1903323262839879,0.15646128940100942,0.19512309695679725,0.8818502726753832,0.06599220360738856,0.12000023038682878
7,7,dt,秋田県,,19,,,,,,,,,,,0.187156366835276,0.9697308297851776,0.9788871783593578,0.9405940594059405,0.1682427974488674,0.187156366835276,0.06994459833795014,0.4705877929565109,0.8141274238227146,0.07063711911357341,0.13005540166204987,0.1532913230437056,0.09570517093610133,0.46456051670878973,0.7800209503856775,0.18489767113620326,0.1741738882011237,0.19208007888663184,0.9284877916494375,0.06642757455299446,0.10496828839124672
8,8,dt,秋田県,,4,,,,,,,,,,,0.187156366835276,0.8064665455969805,0.8392346602155267,0.33363719234275296,0.05410160545414559,0.187156366835276,0.06994459833795014,0.52784987061625,0.928808864265928,0.007722007722007722,0.0018005540166204986,0.08405021648591132,0.09570517093610133,0.5798373339704175,0.8642986382249309,0.16715371127995324,0.06723169221978859,0.21720560168464445,0.4958961603927966,0.07677795443528798,0.13181439771549172
9,9,dt,秋田県,,8,,,,,,,,,,,0.187156366835276,0.8683095327117065,0.9076314053221904,0.7058823529411765,0.12689685506927645,0.187156366835276,0.06994459833795014,0.473945430283907,0.8570637119113573,0.051470588235294115,0.08074792243767313,0.12917836333771282,0.09570517093610133,0.5462090348594014,0.8199219121988383,0.1963450913727157,0.12836872678792496,0.2013751111118065,0.741270105710615,0.06637802189786511,0.12042860312973032
