,trial,model,pref,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,num_leaves,learning_rate,reg_lambda,reg_alpha,C,penalty,class_weight,train_y,train_auc,train_acc,train_f1,train_positive,train_meanscore,valid_y,valid_auc,valid_acc,valid_f1,valid_positive,valid_meanscore,test_y,test_auc,test_acc,test_f1,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
0,0,lgbm,宮城県,399,10,,,,58,0.029106359131330698,0.004207988669606638,,,,,0.30747871158830065,0.9999629856186254,0.9974083672713809,0.9957780458383595,0.30636801184746393,0.30758922496959035,0.04251406317611424,0.8467320004956239,0.8793812202509736,0.2920634920634921,0.12786672436174817,0.18692397113497625,0.0425207756232687,0.8486084142089845,0.8826869806094183,0.2864363942712721,0.12188365650969529,0.18453030441430857,0.9999180416568523,0.2716763825186829,0.2316607749331996
1,1,lgbm,宮城県,401,3,,,,33,0.05399484409787434,0.679657809075816,,,,,0.30747871158830065,0.9368573277451273,0.8698630136986302,0.7672955974842768,0.2517586079229915,0.30756436297856277,0.04251406317611424,0.8548468380824409,0.8904154045867589,0.31041524846834584,0.11639982691475552,0.22970265224028116,0.0425207756232687,0.8315723432837439,0.8903047091412742,0.28776978417266186,0.11149584487534626,0.22605646791965825,0.8829062318437575,0.27476867197738775,0.21631284924260802
2,2,lgbm,宮城県,206,10,,,,18,0.04622589001020832,0.005337032762603957,,,,,0.30747871158830065,0.9616251791777689,0.9033691225472047,0.830739299610895,0.2634209552017771,0.30779408047546974,0.04251406317611424,0.8560130207682,0.889766334919948,0.3174815807099799,0.11899610558199913,0.2252096796335934,0.0425207756232687,0.8453378919290522,0.8893351800554017,0.29229406554472986,0.11385041551246537,0.22177268676706122,0.9285082207875053,0.2868129211557179,0.24337538970823544
3,3,lgbm,宮城県,316,5,,,,36,0.01120760621186057,0.014618962793704957,,,,,0.30747871158830065,0.9754613963337415,0.9222510181414291,0.865211810012837,0.2693446871529063,0.3075426061057932,0.04251406317611424,0.8542994667441726,0.8881436607529208,0.306970509383378,0.11888792730419731,0.2224354115983838,0.0425207756232687,0.8436571610584976,0.8887811634349031,0.2862222222222222,0.11329639889196676,0.21898915563238933,0.9544572450300488,0.27740744342642937,0.22994253053265926
