,pref,n,epoch,learning_rate,weight_decay,batch_size,m1_size,m2_size,dropout,base_channels,train_y,train_acc,train_positive,train_meanscore,valid_y,valid_acc,valid_auc,CNN_valid_auc,valid_positive,valid_meanscore,test_y,test_acc,test_auc,CNN_test_auc,test_positive,test_meanscore,train_prauc,valid_prauc,test_prauc
10,1,10,1,0.0024893231508461,1.056790089450165e-06,32,512,256,0.0053885626844459,16,0,0.6925925925925925,0.3070837715092827,0.0,0,0.9574439789879646,0.5,0.5,0.0425531324946274,0.0,0,0.9574859368238856,0.5,0.5,0.0440697394110061,0.0,0.3074074074074074,0.0425560210120353,0.0425140631761142
11,1,11,11,0.0001106547350697,0.0001989766603862,32,2048,256,0.0444146850409941,32,0,0.8363425925925926,0.3070837715092827,0.3711754329064313,0,0.8503224948467318,0.7229137006042087,0.7229137006042087,0.0425531324946274,0.307807258630203,0,0.8508221549112938,0.7450014273627598,0.7450014273627598,0.0440697394110061,0.3117038196808583,0.8189675336839496,0.1243705540613729,0.1292463561606036
12,1,12,10,0.0004991785401792,0.0057656989533437,32,4196,256,0.2076462941554858,32,0,0.7844907407407408,0.3070837715092827,0.4998667362858267,0,0.770197486535009,0.7354459836620598,0.7354459836620598,0.0425531324946274,0.4118363145044294,0,0.7720683686715708,0.7654219143450102,0.7654219143450102,0.0440697394110061,0.4186715338681195,0.7632117783332568,0.1172947654458286,0.1306389122097999
13,1,13,9,0.0001869538818432,0.000616961061877,32,2048,512,0.0985445887657072,32,0,0.8384259259259259,0.3070837715092827,0.3838860795778386,0,0.7984573442383137,0.7393999257760956,0.7393999257760956,0.0425531324946274,0.3192907268718137,0,0.7930549545651233,0.7512987851173643,0.7512987851173643,0.0440697394110061,0.3254021897509291,0.785440858918427,0.1080968233823602,0.1104938351289204
14,1,14,9,0.0005553951671644,2.783302776449567e-06,32,4196,256,0.1952354666049698,32,0,0.8020833333333334,0.3070837715092827,0.2244983280406278,0,0.9034510273289448,0.739279257674144,0.739279257674144,0.0425531324946274,0.1365323733475248,0,0.9037213327563826,0.7715549744526502,0.7715549744526502,0.0440697394110061,0.1420060293497266,0.712268889647652,0.1182744328116949,0.1309430980071773
15,1,15,11,0.0001125199296364,2.1274108612349888e-05,64,2048,512,0.0555779218152253,32,0,0.8094907407407408,0.3070837715092827,0.3791657826479743,0,0.8381541325886029,0.7162102185915689,0.7162102185915689,0.0425531324946274,0.3203926525883755,0,0.8365426222414539,0.745842608316422,0.745842608316422,0.0440697394110061,0.3246945529370694,0.7768051847884416,0.1161041855517019,0.124801835290206
16,1,16,2,0.0003153786955612,0.000222504158646,32,1024,256,0.1977085814426921,32,0,0.8398148148148148,0.3070837715092827,0.2728663384914398,0,0.8509874326750448,0.7271392544621154,0.7271392544621154,0.0425531324946274,0.1947643140615043,0,0.851254868022501,0.7514147852933051,0.7514147852933051,0.0440697394110061,0.2005040548943184,0.5737511092914009,0.1077092617674325,0.1142910553504231
17,1,17,3,0.0002131579961352,0.0085259862341666,32,512,256,0.0016907805447005,32,0,0.8657407407407407,0.3070837715092827,0.3999128183897804,0,0.9009907573641864,0.7302414664212793,0.7302414664212793,0.0425531324946274,0.332051415059526,0,0.8986369536996971,0.7421546076793553,0.7421546076793553,0.0440697394110061,0.3376796156973452,0.708219756146029,0.1084730087174903,0.1077474435318686
18,1,18,10,0.0005149851195168,5.519180548370286e-05,64,2048,512,0.1151245328315966,16,0,0.719212962962963,0.3070837715092827,0.202471928561435,0,0.9293171088503224,0.683406671036183,0.683406671036183,0.0425531324946274,0.1497145200432357,0,0.9242752055387278,0.707465524086495,0.707465524086495,0.0440697394110061,0.1588966339021115,0.5631017433856128,0.0980219786164615,0.1095748492916532
19,1,19,5,0.0001621898629011,0.0021726916865092,128,4196,1024,0.0605378601048723,32,0,0.7861111111111111,0.3070837715092827,0.2968561281176174,0,0.8702706296961235,0.7033232559552747,0.7033232559552747,0.0425531324946274,0.242426116587752,0,0.8659671138035483,0.7307240624612792,0.7307240624612792,0.0440697394110061,0.2459617776645196,0.5858682724329828,0.0949411117836434,0.0982136602721696
20,1,20,6,0.0003888832140197,5.015799436471377e-06,32,4196,512,0.1678900844972846,32,0,0.8358796296296296,0.3070837715092827,0.3200775244656731,0,0.9009242635813552,0.7480417476908118,0.7480417476908118,0.0425531324946274,0.2355934873980991,0,0.9002596278667243,0.7627730280473188,0.7627730280473188,0.0440697394110061,0.2423964545533463,0.6857387102501987,0.1159365031944618,0.1219954709121378
21,1,21,2,0.0007477274499016,2.9500824412186e-06,128,512,512,0.2369308977279353,16,0,0.6925925925925925,0.3070837715092827,0.0,0,0.9574439789879646,0.5008664881241753,0.5008664881241753,0.0425531324946274,3.1665068291419465e-36,0,0.9574859368238856,0.499435092079991,0.499435092079991,0.0440697394110061,6.92663257361848e-37,0.30845046854083,0.0426743126861388,0.0425140631761142
22,1,22,2,0.0007453511012752,7.621625695349596e-06,128,512,512,0.2353352374721257,16,0,0.6925925925925925,0.3070837715092827,0.0,0,0.9574439789879646,0.5008658370372943,0.5008658370372943,0.0425531324946274,2.5756572659537974e-35,0,0.9574859368238856,0.4993221104959892,0.4993221104959892,0.0440697394110061,9.049418288766408e-38,0.3074269299419901,0.0426394836628229,0.0425140631761142
